id_projeto_pesquisa,codigo_projeto,titulo,palavras_chave,id_projeto,ano,data_inicio,data_fim,situacao,tipo_projeto,categoria_projeto,id_unidade,unidade,id_coordenador,coordenador,edital,id_grupo_pesquisa,grupo_pesquisa,linha_pesquisa,area_conhecimento_cnpq,objetivos_desenvolvimento_sustentavel
132443856,PVB16078-2019,Inversão multiparamétrica para caracterização de reservatórios usando técnicas de Física Estatística,"caracterização de reservatórios, física estatística, inversão multiparamétrica, predição estocástica, desenvolvimento de algoritmos",91821386,2019,2019/03/01 00:00:00.000,2022/02/28 00:00:00.000,FINALIZADO,EXTERNO,Pesquisa Científica,4069,coordenação do curso de física - a distância,,,,118821148.0,Física Aplicada ao Petroleo,sistemas complexos,física estatística e termodinâmica,
135116176,PVT16142-2019,"Integração, Análise e Visualização de Dados para Suporte à Investigações Criminais","analise de dados, visualização, integração de dados",91824109,2019,2019/05/01 00:00:00.000,2024/05/31 00:00:00.000,RENOVADO,EXTERNO,Pesquisa Científica,125,departamento de informática e matemática aplicada,,,,125841829.0,Avanços em Inteligência Artificial,sistemas inteligentes e aplicações,engenharia de software,Trabalho Decente e Crescimento Econômico; Vida Terrestre
129521667,PIG15879-2018,Análise de desempenho de infraestruturas computacionais para armazenamento e processamento de dados em BigData,"big data, processamento de dados, computação paralela e distribuída, clusters, segurança da informação",91819525,2018,2018/08/01 00:00:00.000,2020/07/31 00:00:00.000,RENOVADO,INTERNO,Pesquisa Científica,56,departamento de engenharia de computacao e automacao,,,(2018) Edital N° 01/2018 - Edital de Bolsas de Pesquisa da UFRN,,,processamento paralelo;avaliação de desempenho;arquiteturas de baixo custo,banco de dados,
129381981,PIJ15785-2018,Multiprova 3: plataforma integrada de provas,"avaliações, provas, ensino presencial, ensino a distância",91818995,2018,2018/08/01 00:00:00.000,2019/07/31 00:00:00.000,FINALIZADO,INTERNO,Pesquisa Científica,4885,escola de ciências e tecnologia,,,(2018) Edital N° 01/2018 - Edital de Bolsas de Pesquisa da UFRN,,,desenvolvimento de tecnologias educacionais,arquitetura de sistemas de computação,
130544156,PIJ15970-2018,Educa-IO: software de avaliações online,"provas virtuais, ensino a distância, sistema uab",91820409,2018,2018/05/23 00:00:00.000,2019/05/22 00:00:00.000,EM EXECUÇÃO,EXTERNO,Pesquisa Científica,4885,escola de ciências e tecnologia,,,,,,tecnologia educacional,arquitetura de sistemas de computação,
129467747,PIT15502-2018,Integração de dados e desenvolvimento de métricas para análise de fatores de transcrição.,fatores de transcrição,91819279,2018,2018/08/01 00:00:00.000,2019/07/31 00:00:00.000,FINALIZADO,INTERNO,Pesquisa Científica,6069,instituto metropole digital,,,(2018) Edital N° 01/2018 - Edital de Bolsas de Pesquisa da UFRN,,,"bioinformática no desenvolvimento de interfaces, analise e integração de dados biológicos ",genética humana e médica,
129473828,PIT15519-2018,Gestão de Informações de Avaliação em Museus,museu; avaliação; design; gestão da informação; tecnologias de informação e comunicação,91819313,2018,2018/08/01 00:00:00.000,2020/07/31 00:00:00.000,RENOVADO,INTERNO,Pesquisa Científica,6069,instituto metropole digital,,,(2018) Edital N° 01/2018 - Edital de Bolsas de Pesquisa da UFRN,,,ergonomia e interação humano-computador,programação visual,
129537048,PIT15807-2018,Mais Big Data,"big data, engenharia automática de algoritmos, inteligência computaciona",91819582,2018,2018/08/01 00:00:00.000,2019/07/31 00:00:00.000,FINALIZADO,INTERNO,Pesquisa Científica,6069,instituto metropole digital,,,(2018) Edital N° 01/2018 - Edital de Bolsas de Pesquisa da UFRN,16.0,GRUPO DE MICROONDAS E ANTENAS,inteligência computacional,análise de algoritmos e complexidade de computação,
134464902,PIT16119-2018,Seleção Automática de Comitês de Classificadores e seus Hiper-parâmetros baseada em Algoritmo Evolutivo,auto-ml; algoritmo evolutivo; comitê de classificadores,91823489,2018,2018/12/11 00:00:00.000,2021/12/06 00:00:00.000,FINALIZADO,EXTERNO,Pesquisa Científica,6069,instituto metropole digital,,,,,,auto-ml,arquitetura de sistemas de computação,
129433283,PVA15574-2018,Oncologia de precisão utilizando banco de dados,"tumores, assinatura mutacional, classificação molecular, terapia alvo",91819143,2018,2018/08/01 00:00:00.000,2019/07/31 00:00:00.000,EM EXECUÇÃO,INTERNO,Pesquisa Científica,179,departamento de biologia celular e genética,,,(2018) Edital N° 01/2018 - Edital de Bolsas de Pesquisa da UFRN,133289823.0,GRUPO DE PESQUISA EM INOVAÇÃO E TECNOLOGIA EM SAÚDE,bioinformática e genética,genética humana e médica,
129492960,PVA15605-2018,"Mapeamento de epítopos imunogênicos T e B de Leishmania infantum para o diagnóstico sorológico, imunoterápicos e vacinas contra Leishmaniose Visceral.","leishmaniose, imunoinformática, epítopos, vacinas, diagnóstico",91819387,2018,2018/08/01 00:00:00.000,2022/08/31 00:00:00.000,RENOVADO,INTERNO,Pesquisa Científica,179,departamento de biologia celular e genética,,,(2018) Edital N° 01/2018 - Edital de Bolsas de Pesquisa da UFRN,,,imunogenética de doenças infecciosas;imunogenética de doenças neoplásicas;imunogenética de doenças autoimunes;,imunogenética,"Fome Zero e Agricultura Sustentável; Trabalho Decente e Crescimento Econômico; Indústria, Inovação e Infraestrutura"
128967250,PVB15064-2018,FIWARE-Lab@RNP: Um Laboratório Virtual para Desenvolvimento e Experimentação de Aplicações de Internet das Coisas,"internet das coisas, fiware, laboratório virtual",91818369,2018,2018/04/15 00:00:00.000,2018/11/14 00:00:00.000,FINALIZADO,EXTERNO,Desenvolvimento Científico e Tecnológico,125,departamento de informática e matemática aplicada,,,,89.0,ConSiste: Concepção de Sistemas de Computação,engenharia de software;sistemas distribuidos;;,engenharia de software,
129168189,PVB15104-2018,Gestão da identidade utilizando dados biométricos,hand-based biometrics,91818646,2018,2018/08/01 00:00:00.000,2019/07/31 00:00:00.000,EM EXECUÇÃO,INTERNO,Pesquisa Científica,125,departamento de informática e matemática aplicada,,,(2018) Edital N° 01/2018 - Edital de Bolsas de Pesquisa da UFRN,85074788.0,PROCESSAMENTO GRÁFICO E INTELIGÊNCIA COMPUTACIONAL,segurança da identidade,processamento gráfico (graphics),
129283181,PVB15149-2018,Hibridizações de Algoritmos Exatos e Heurísticos para Problemas de Otimização Mono e Multiobjetivo,"otimização combinatória, algoritmos híbridos, meta-heurísticas",91818795,2018,2018/08/01 00:00:00.000,2021/07/31 00:00:00.000,RENOVADO,INTERNO,Pesquisa Científica,125,departamento de informática e matemática aplicada,,,(2018) Edital N° 01/2018 - Edital de Bolsas de Pesquisa da UFRN,88.0,TEORIA DOS GRAFOS E ALGORITMOS,meta-heurísticas,arquitetura de sistemas de computação,Fome Zero e Agricultura Sustentável; Trabalho Decente e Crescimento Econômico
129415344,PVB15315-2018,Obtenção de dados espectrais de FTIR/Raman de amostras clínicas e algoritmos de seleção de variáveis para análises de classificação,"ftir, raman, amostras clínicas, algoritmos, classificação multivariada",91819091,2018,2018/08/01 00:00:00.000,2021/07/31 00:00:00.000,RENOVADO,INTERNO,Pesquisa Científica,6025,instituto de química,,,(2018) Edital N° 01/2018 - Edital de Bolsas de Pesquisa da UFRN,85541355.0,QUÍMICA BIOLÓGICA E QUIMIOMETRIA,classificação multivariada,métodos óticos de análise,Fome Zero e Agricultura Sustentável; Saúde e Bem-Estar; Trabalho Decente e Crescimento Econômico
129444545,PVB15391-2018,Utilização de Técnicas de Otimização em Comitês de Classificadores para Classificação Hierárquica Multirrótulo e Aprendizado Semissupervisionados," comitês de classificadores, técnicas de otimização, lassificação hierárquica multirrótulo, aprendizado semissupervisionados",91819191,2018,2018/08/01 00:00:00.000,2020/07/31 00:00:00.000,RENOVADO,INTERNO,Pesquisa Científica,125,departamento de informática e matemática aplicada,,,(2018) Edital N° 01/2018 - Edital de Bolsas de Pesquisa da UFRN,85074788.0,PROCESSAMENTO GRÁFICO E INTELIGÊNCIA COMPUTACIONAL,inteligencia computacional,sistemas de informação,
129478841,PVB15533-2018,Avaliando Robustez e Manutenibilidade de Aplicações Desenvolvidas na Linguagem de Programação Kotlin,"tratamento de exceções, robustez, manutenibilidade",91819331,2018,2018/08/01 00:00:00.000,2019/07/31 00:00:00.000,EM EXECUÇÃO,INTERNO,Pesquisa Científica,125,departamento de informática e matemática aplicada,,,(2018) Edital N° 01/2018 - Edital de Bolsas de Pesquisa da UFRN,89.0,ConSiste: Concepção de Sistemas de Computação,engenharia de software experimental,engenharia de software,
129499100,PVB15624-2018,ESTUDO DA TAXA DE CONVERGÊNCIA DE ALGORITMOS GENÉTICOS QUE USAM CONTROLADOR FUZZY PARA AJUSTAR AS PROBABILIDADES DE MUTAÇÃO E CRUZAMENTO,"algoritmos genéticos, cadeias de markov não-homogêneas, controlador fuzzy",91819419,2018,2018/08/01 00:00:00.000,2020/07/31 00:00:00.000,RENOVADO,INTERNO,Pesquisa Científica,120,departamento de matemática,,,(2018) Edital N° 01/2018 - Edital de Bolsas de Pesquisa da UFRN,135.0,CADEIAS DE MARKOV,probabilidade,processos estocásticos especiais,
129521577,PVB15756-2018,Cálculos adequados para a combinação de sistemas lógicos,lógica computacional; combinação entre lógicas,91819524,2018,2018/08/01 00:00:00.000,2020/07/31 00:00:00.000,RENOVADO,INTERNO,Pesquisa Científica,125,departamento de informática e matemática aplicada,,,(2018) Edital N° 01/2018 - Edital de Bolsas de Pesquisa da UFRN,87.0,"Computability, Approximate Reasoning, Ordered structures and Logics",lógicas não-clássicas;lógica computacional;demonstração interativa ou automática de teoremas;,lógicas e semântica de programas,
129523664,PVB15777-2018,"Concepção e Geração de Modelos iStar através da Complexidade Social do Ator
",modelos de requisitos orientados a objetivos istar complexidade,91819532,2018,2018/08/01 00:00:00.000,2019/07/31 00:00:00.000,FINALIZADO,INTERNO,Pesquisa Científica,125,departamento de informática e matemática aplicada,,,(2018) Edital N° 01/2018 - Edital de Bolsas de Pesquisa da UFRN,89.0,ConSiste: Concepção de Sistemas de Computação,engenharia de requisitos,engenharia de software,
129541497,PVB15855-2018,Part-of-speech tagger para português e extensões utilizando técnicas de deep learning,"part-of speech tagger, deep learning",91819602,2018,2018/08/01 00:00:00.000,2021/07/31 00:00:00.000,RENOVADO,INTERNO,Pesquisa Científica,125,departamento de informática e matemática aplicada,,,(2018) Edital N° 01/2018 - Edital de Bolsas de Pesquisa da UFRN,85074788.0,PROCESSAMENTO GRÁFICO E INTELIGÊNCIA COMPUTACIONAL,processamento de linguagem natural,arquitetura de sistemas de computação,Trabalho Decente e Crescimento Econômico
129551887,PVB15877-2018,Transdução em corpora anotado sintaticamente para linguagem natural e sua influência no treinamento de parsers estatísticos ,processamento de linguagem natural; corpus linguístico anotado; treebank; transdução de árvore; parsing de linguagem natural ,91819640,2018,2018/08/01 00:00:00.000,2019/07/31 00:00:00.000,EM EXECUÇÃO,INTERNO,Pesquisa Científica,125,departamento de informática e matemática aplicada,,,(2018) Edital N° 01/2018 - Edital de Bolsas de Pesquisa da UFRN,85074788.0,PROCESSAMENTO GRÁFICO E INTELIGÊNCIA COMPUTACIONAL,processamento de linguagem natural,arquitetura de sistemas de computação,
130034242,PVB15948-2018,Reasoning with Natural Language,reasoning; natural language; inference; machine learning,91820097,2018,2018/08/01 00:00:00.000,2019/07/31 00:00:00.000,EM EXECUÇÃO,INTERNO,Pesquisa Científica,125,departamento de informática e matemática aplicada,,,(2018) [ENSINO MÉDIO] Edital n° 02/2018 - Edital de Bolsas de Iniciação Científica para o Ensino Médio da UFRN,85074788.0,PROCESSAMENTO GRÁFICO E INTELIGÊNCIA COMPUTACIONAL,processamento de linguagem natural,análise de algoritmos e complexidade de computação,
130058476,PVB15953-2018,Plataforma para Avaliação de Dados das Atividades de Pesquisa,big data; pesquisa; pós-graduação,91820120,2018,2018/06/01 00:00:00.000,2020/05/31 00:00:00.000,EM EXECUÇÃO,EXTERNO,Desenvolvimento Científico e Tecnológico,125,departamento de informática e matemática aplicada,,,,89.0,ConSiste: Concepção de Sistemas de Computação,engenharia de software;ciência de dados,engenharia de software,
130379987,PVB15986-2018,Technology and Innovation Management Master (EULA-GTEC),erasmus,91820309,2018,2018/03/20 00:00:00.000,2021/03/19 00:00:00.000,EM EXECUÇÃO,EXTERNO,Pesquisa Científica,125,departamento de informática e matemática aplicada,,,,119397535.0,Grupo de Pesquisa em Serviços e Aplicações para Internet do Futuro,internet do futuro,tecnologia educacional,
129344719,PVC15197-2018,"A Produção Através da Prática, Aplicada ao Cinema do Rio Grande do Norte: Mapeamento e Processo Criativo.",construções fílmicas; imagem cinematográfica; estética; narrativas fílmicas; curtas-metragens; imagética.,91818909,2018,2018/08/01 00:00:00.000,2019/07/31 00:00:00.000,EM EXECUÇÃO,INTERNO,Pesquisa Científica,139,departamento de artes,,,(2018) Edital N° 01/2018 - Edital de Bolsas de Pesquisa da UFRN,97750794.0,Marginália - Grupo de Estudos Transdisciplinares em Comunicação e Cultura,cinema;análise da imagem;comunicação;urbanismo,programação visual,
129345092,PVC15198-2018,"O Cinema Potiguar: Espaço, Tempo e Contexto",investigação comunicacional; cinema como linguagem; audiovisual; documentários; sétima arte.,91818911,2018,2018/08/01 00:00:00.000,2019/07/31 00:00:00.000,EM EXECUÇÃO,INTERNO,Pesquisa Científica,139,departamento de artes,,,(2018) Edital N° 01/2018 - Edital de Bolsas de Pesquisa da UFRN,97750794.0,Marginália - Grupo de Estudos Transdisciplinares em Comunicação e Cultura,cinema;análise da imagem;comunicação;urbanismo,programação visual,
129526901,PVC15769-2018,"""Criação de Identidades Visuais para Laboratórios de Pesquisa na UFRN""",identidade visual; branding; logotipos.,91819544,2018,2018/08/01 00:00:00.000,2020/07/31 00:00:00.000,RENOVADO,INTERNO,Pesquisa Científica,139,departamento de artes,,,(2018) Edital N° 01/2018 - Edital de Bolsas de Pesquisa da UFRN,18077320.0,Ergodesign e Interação Humano-Computador,ergonomia informacional interação humano-computador,programação visual,
129309380,PVC15783-2018,Projeto Design Ambulante,"vendedor ambulante, design, praia de ponta negra",91818837,2018,2018/08/01 00:00:00.000,2019/07/31 00:00:00.000,EM EXECUÇÃO,INTERNO,Pesquisa Científica,139,departamento de artes,,,(2018) Edital N° 01/2018 - Edital de Bolsas de Pesquisa da UFRN,95772231.0,"ECOAR - Grupo de Pesquisa em Design, Inovação e Sustentabilidade",design e sociedade,programação visual,
129226342,PVD15133-2018,GESTÃO DO CUIDADO EM ONCOLOGIA: DESENVOLVIMENTO E AVALIAÇÃO DE UM APLICATIVO EM DISPOSITIVOS MÓVEIS ,dispositivos móveis; educação em saúde; câncer; informática médica; quimioterapia.,91818763,2018,2018/08/01 00:00:00.000,2019/07/31 00:00:00.000,EM EXECUÇÃO,INTERNO,Pesquisa Científica,197,departamento de toco-ginecologia,,,(2018) Edital N° 01/2018 - Edital de Bolsas de Pesquisa da UFRN,129226174.0,Núcleo de Saúde Baseado em Evidências,novas tecnologias e aplicativos direcionados a assistência a saúde,saúde materno-infantil,
129083254,PVD15147-2018,DESENVOLVIMENTO DE DISPOSITIVO VESTÍVEL COMO AUXÍLIO ÓPTICO PARA PACIENTES DE BAIXA VISÃO ,"oftalmologia, deficiência visual, dispositivos médicos, processamento de imagem, inteligência artificial, tecnologia vestível",91818520,2018,2018/08/01 00:00:00.000,2019/07/31 00:00:00.000,FINALIZADO,INTERNO,Pesquisa Científica,192,departamento de cirurgia,,,(2018) Edital N° 01/2018 - Edital de Bolsas de Pesquisa da UFRN,167376514.0,Conect2ai,inteligência artificial embarcada,oftalmologia,
133828506,PVD16094-2018,Quimioterapia antineoplásica: desenvolvimento e avaliação de um aplicativo em dispositivos móveis,dispositivos móveis; educação em saúde; câncer; informática médica; quimioterapia.,91822423,2018,2019/01/01 00:00:00.000,2019/12/31 00:00:00.000,EM EXECUÇÃO,INTERNO,Pesquisa Científica,1481,pró-reitoria de pesquisa,,,(2018) Edital N° 05/2018 - Edital de Bolsas de Estímulo à Inovação da UFRN,129226174.0,Núcleo de Saúde Baseado em Evidências,novas tecnologias e aplicativos direcionados a assistência a saúde.,cancerologia,
133828785,PVF16098-2018,Poesia Compilada - Tecnologia Educacional para a difusão do Pensamento Computacional por meio do ensino de algoritmos acessível para crianças com Deficiência Visual,plataformas de ensino; algoritmos; pensamento computacional; poema; poesia compilada;,91822427,2018,2019/01/01 00:00:00.000,2019/12/31 00:00:00.000,EM EXECUÇÃO,INTERNO,Pesquisa Científica,1481,pró-reitoria de pesquisa,,,(2018) Edital N° 05/2018 - Edital de Bolsas de Estímulo à Inovação da UFRN,8999630.0,HISTÓRIA E EDUCAÇÃO,saberes e práticas,tecnologia educacional,
129426823,PVG15337-2018,Computação Estocástica e Reconfigurável Aplicada a Algoritmos de Inteligência Artificial,"computação estocástica, computação reconfigurável, inteligência artificial",91819123,2018,2018/08/01 00:00:00.000,2020/07/31 00:00:00.000,RENOVADO,INTERNO,Pesquisa Científica,56,departamento de engenharia de computacao e automacao,,,(2018) Edital N° 01/2018 - Edital de Bolsas de Pesquisa da UFRN,119510275.0,Sistemas Embarcados e Computação Reconfigurável,computação reconfigurável,circuitos eletrônicos,
129428856,PVG15409-2018,Computação Reconfigurável Aplicada à Algoritmos de Inteligência Artificial,"computação reconfigurável, nteligência artificial, matriz sistólica, deep learning",91819129,2018,2018/08/01 00:00:00.000,2024/08/31 00:00:00.000,RENOVADO,INTERNO,Pesquisa Científica,56,departamento de engenharia de computacao e automacao,,,(2018) Edital N° 01/2018 - Edital de Bolsas de Pesquisa da UFRN,119510275.0,Sistemas Embarcados e Computação Reconfigurável,artificial intelligence,circuitos eletrônicos,Trabalho Decente e Crescimento Econômico
129436631,PVG15413-2018,Sistema embarcado para análise e reconhecimento de documentos.,"sistema embarcado, processamento de imagens",91819162,2018,2018/08/01 00:00:00.000,2019/07/31 00:00:00.000,FINALIZADO,INTERNO,Pesquisa Científica,112,departamento de engenharia elétrica,,,(2018) Edital N° 01/2018 - Edital de Bolsas de Pesquisa da UFRN,126223715.0,Sistemas embarcados e microeletrônica,sistemas embarcados aplicados,automação eletrônica de processos elétricos e industriais,
129449478,PVG15423-2018,"Algoritmos de inteligência artificial otimizados para hardwares com limitação de memória, baixo consumo de energia, baixo custo","inteligência artificial, sistemas embarcados, baixo consumo",91819215,2018,2018/08/01 00:00:00.000,2024/08/31 00:00:00.000,RENOVADO,INTERNO,Pesquisa Científica,56,departamento de engenharia de computacao e automacao,,,(2018) Edital N° 01/2018 - Edital de Bolsas de Pesquisa da UFRN,119510275.0,Sistemas Embarcados e Computação Reconfigurável,embedded systems,circuitos eletrônicos,Trabalho Decente e Crescimento Econômico
129420471,PVG15447-2018,Estudo e projeto de nanossatélite.,nano satélite; controle de atitude; sistemas embarcados; ,91819105,2018,2018/08/01 00:00:00.000,2021/07/31 00:00:00.000,RENOVADO,INTERNO,Pesquisa Científica,112,departamento de engenharia elétrica,,,(2018) Edital N° 01/2018 - Edital de Bolsas de Pesquisa da UFRN,126223715.0,Sistemas embarcados e microeletrônica,sistemas embarcados aplicados,satélites e outros dispositivos aeroespaciais,Trabalho Decente e Crescimento Econômico
129391448,PVG15465-2018,Controle inteligente de sistemas mecatrônicos utilizando estratégias bioinspiradas,"algoritmos bioinspirados, controle inteligente, lógica fuzzy, mecatrônica, redes neurais artificiais, robôs autônomos.",91819031,2018,2018/08/01 00:00:00.000,2021/07/31 00:00:00.000,RENOVADO,INTERNO,Pesquisa Científica,50,departamento de engenharia mecanica,,,(2018) Edital N° 01/2018 - Edital de Bolsas de Pesquisa da UFRN,129570230.0,ROBOTEAM - Robótica e Aprendizagem de Máquina,sistemas robóticos,controle de sistemas mecânicos,Trabalho Decente e Crescimento Econômico
129447851,PVG15467-2018,Desenvolvimento de end devices e Gateways para IoT em tecnologia de comunicação LoRa em diferentes plataformas de hardware embarcado na busca de dispositivos de alta performance e baixo custo,"lora, lorawan, iot, protocolos de comunicação de baixa potência, gateways, end points, end devices",91819208,2018,2018/08/01 00:00:00.000,2020/07/31 00:00:00.000,RENOVADO,INTERNO,Pesquisa Científica,112,departamento de engenharia elétrica,,,(2018) Edital N° 01/2018 - Edital de Bolsas de Pesquisa da UFRN,126223715.0,Sistemas embarcados e microeletrônica,sistemas embarcados aplicados,eletrônica industrial,
129542704,PVG15834-2018,Computação Reconfigurável Aplicada a Técnicas de Reconhecimento Automático de Eventos Sismo-vulcânicos," eventos sismo-vulcânicos, computação reconfigurável, fpga, reconhecimento automático",91819607,2018,2018/08/01 00:00:00.000,2020/07/31 00:00:00.000,RENOVADO,INTERNO,Pesquisa Científica,56,departamento de engenharia de computacao e automacao,,,(2018) Edital N° 01/2018 - Edital de Bolsas de Pesquisa da UFRN,119510275.0,Sistemas Embarcados e Computação Reconfigurável,real-time analytics of streaming data,circuitos eletrônicos,
129547650,PVG15861-2018,Otimização Topológica Multiobjetivo Aplicada a Estruturas,"otimização, programação não linear, elementos finitos, análise estrutural, projetos mecânicos, teoria da elasticidade.",91819627,2018,2018/08/01 00:00:00.000,2019/07/31 00:00:00.000,EM EXECUÇÃO,INTERNO,Pesquisa Científica,50,departamento de engenharia mecanica,,,(2018) Edital N° 01/2018 - Edital de Bolsas de Pesquisa da UFRN,22.0,MECÂNICA COMPUTACIONAL,"otimização não linear, elementos finitos, projetos de máquinas e componentes, simulação computacional, comportamento mecânico.",métodos de síntese e otimização aplicados ao projeto mecânico,
129213132,PVG15893-2018,"A EFICIÊNCIA DOS GASTOS PÚBLICOS NO SISTEMA BRASILEIRO DE SAÚDE: HOSPITAIS, VACINAS E TRANSPLANTES",eficiência; dynamic data envelopment analysis; saúde,91818737,2018,2018/08/01 00:00:00.000,2019/07/31 00:00:00.000,EM EXECUÇÃO,INTERNO,Pesquisa Científica,115,departamento de engenharia produção,,,(2018) Edital N° 01/2018 - Edital de Bolsas de Pesquisa da UFRN,123179085.0,Engenharia Econômica e Gestão Estratégica de Custos - EEGEC,pesquisa operacional,"programação linear, não-linear, mista e dinâmica",
129537954,PVI15819-2018,Middleware para IoT visando economia de energia dos dispositivos da rede.,"middleware, iot, energia, predição",91819589,2018,2018/08/01 00:00:00.000,2021/07/31 00:00:00.000,RENOVADO,INTERNO,Pesquisa Científica,351,escola agrícola de jundiaí,,,(2018) Edital N° 01/2018 - Edital de Bolsas de Pesquisa da UFRN,94747491.0,"Modelagem, Identificação e Controle de Sistemas Agrários","instrumentação, modelagem e controle de processos em ciências agrárias e ambientais",arquitetura de sistemas de computação,Água Potável e Saneamento; Trabalho Decente e Crescimento Econômico; Redução das Desigualdades
129377292,PVJ15246-2018,"A interface entre Linguística e Computação: histórico, tendências e contribuições",linguística. ciências da computação. cognição,91818988,2018,2018/08/01 00:00:00.000,2019/07/31 00:00:00.000,FINALIZADO,INTERNO,Pesquisa Científica,4885,escola de ciências e tecnologia,,,(2018) Edital N° 01/2018 - Edital de Bolsas de Pesquisa da UFRN,14227390.0,Cognição e Práticas Discursivas," discurso, cognição e interação",teoria e análise lingüística,
129354168,PVJ15316-2018,Aplicação de redes neurais para o melhoramento do processo de polimento de porcelanatos,polimento; revestimento cerâmico; redes neurais,91818932,2018,2018/08/01 00:00:00.000,2019/07/31 00:00:00.000,EM EXECUÇÃO,INTERNO,Pesquisa Científica,4885,escola de ciências e tecnologia,,,(2018) Edital N° 01/2018 - Edital de Bolsas de Pesquisa da UFRN,118696510.0,Processamento de Sinais e Redes Elétricas Inteligentes,lógica fuzzy e inteligência artificial,maquinas de usinagem e conformação,
129491225,PVJ15591-2018,Desenvolvendo algoritmos de aprendizado de máquina para robótica,"robótica, aprendizado de máquina, redes neurais, programação de microcontroladores",91819377,2018,2018/08/01 00:00:00.000,2021/07/31 00:00:00.000,RENOVADO,INTERNO,Pesquisa Científica,4885,escola de ciências e tecnologia,,,(2018) Edital N° 01/2018 - Edital de Bolsas de Pesquisa da UFRN,118696510.0,Processamento de Sinais e Redes Elétricas Inteligentes,lógica fuzzy e inteligência artificial,software básico,Saúde e Bem-Estar; Energia Limpa e Acessível
129470101,PVJ15640-2018,"Sistema de realidade virtual para treinamento de cirurgia baseado em simulação visual 

","simulação, realidade virtual, cirurgia simulada, mecatrônica",91819290,2018,2018/08/01 00:00:00.000,2020/07/31 00:00:00.000,RENOVADO,INTERNO,Pesquisa Científica,4885,escola de ciências e tecnologia,,,(2018) Edital N° 01/2018 - Edital de Bolsas de Pesquisa da UFRN,2050913.0,Laboratórios Associados Natalnet,realidade virtual,arquitetura de sistemas de computação,
129509676,PVJ15673-2018,Implementações de Máquinas de Vetor de Suporte e Aplicações em Controle e Proteção de Redes Elétricas Inteligentes,"inteligência artificial, aprendizagem de máquinas, redes elétricas inteligentes",91819471,2018,2018/08/01 00:00:00.000,2019/07/31 00:00:00.000,EM EXECUÇÃO,INTERNO,Pesquisa Científica,4885,escola de ciências e tecnologia,,,(2018) Edital N° 01/2018 - Edital de Bolsas de Pesquisa da UFRN,118696510.0,Processamento de Sinais e Redes Elétricas Inteligentes,lógica fuzzy e inteligência artificial,"medição, controle, correção e proteção de sistemas elétricos  de potência",
129470293,PVJ15805-2018,"Smart Natalnet - Um ambiente de análise, ensino e aprendizagem para indústria 4.0","microcontroladores, internet das coisas, realidade aumentada, robotica, sensores",91819294,2018,2018/08/01 00:00:00.000,2026/08/31 00:00:00.000,RENOVADO,INTERNO,Pesquisa Científica,4885,escola de ciências e tecnologia,,,(2018) Edital N° 01/2018 - Edital de Bolsas de Pesquisa da UFRN,2050913.0,Laboratórios Associados Natalnet,realidade virtual,arquitetura de sistemas de computação,"Energia Limpa e Acessível; Trabalho Decente e Crescimento Econômico; Cidades e Comunidades Sustentáveis; Paz, Justiça e Instituições Eficazes"
129430100,PVJ15862-2018,Analisador inteligente aplicado a sistema de geração distribuída de energia,geração distribuída; qualidade de energia; eficiência energética,91819136,2018,2018/08/01 00:00:00.000,2020/07/31 00:00:00.000,RENOVADO,INTERNO,Pesquisa Científica,4885,escola de ciências e tecnologia,,,(2018) Edital N° 01/2018 - Edital de Bolsas de Pesquisa da UFRN,118696510.0,Processamento de Sinais e Redes Elétricas Inteligentes,sistemas embarcados aplicados às redes inteligentes,automação eletrônica de processos elétricos e industriais,
129542779,PVJ15892-2018,Escalonamento de tarefas e tolerância a falhas na execução de aplicações reais sobre clusters multi-cores ,"paralelismo, escalonamento de aplicações, processamento muti-core",91819608,2018,2018/08/01 00:00:00.000,2019/07/31 00:00:00.000,EM EXECUÇÃO,INTERNO,Pesquisa Científica,4885,escola de ciências e tecnologia,,,(2018) Edital N° 01/2018 - Edital de Bolsas de Pesquisa da UFRN,93526000.0,A DEFINIR,processamento paralelo;redes de estações de trabalho;avaliação de desempenho;arquiteturas de baixo custo,arquitetura de sistemas de computação,
134311617,PVO16111-2018,Modelagem Causal Quântica,inferência causal; fundamentos da mecânica quântica; aprendizagem de máquina; computação quântica; redes bayesianas; informação quântica,91823016,2018,2018/03/18 00:00:00.000,2021/03/18 00:00:00.000,FINALIZADO,EXTERNO,Pesquisa Científica,4885,escola de ciências e tecnologia,,,,133395306.0,Quantum Information and Quantum Matter Group,informação quântica e matéria quântica,física clássica e física quântica; mecânica e campos,
129094921,PVT15100-2018,Uma plataforma para o monitoramento de irregularidade veicular em cidades inteligentes,"segurança pública, internet das coisas, aprendizado de máquina, reconhecimento automatico de placas, mobile vision api, cidades inteligentes",91818531,2018,2018/08/01 00:00:00.000,2022/08/31 00:00:00.000,RENOVADO,INTERNO,Pesquisa Científica,6069,instituto metropole digital,,,(2018) Edital N° 01/2018 - Edital de Bolsas de Pesquisa da UFRN,118881674.0,Modelagem e Análise Científica de Dados,informática industrial,automação eletrônica de processos elétricos e industriais,Trabalho Decente e Crescimento Econômico; Cidades e Comunidades Sustentáveis; Consumo e Produção Responsáveis
